muslim	3.161219
jew	2.951848
jews	2.872474
white	2.783760
islam	2.608508
blacks	2.282811
muslims	2.217080
women	2.196561
whites	1.965012
gay	1.800329
black	1.708751
democrat	1.673353
islamic	1.587438
allah	1.523444
jewish	1.396162
lesbian	1.298623
transgender	1.188529
race	1.188105
brown	1.131994
woman	1.095971
mexican	0.998351
religion	0.995221
homosexual	0.988213
homosexuality	0.881943
africans	0.861112
